CustomerID,CustomerName,Region,CustomerSince
10134,Customer 134,North,2019-08-21
10135,Customer 135,East,2016-03-12
10136,Customer 136,North,2017-02-19
10137,Customer 137,North,2019-04-06
10138,Customer 138,North,2018-11-27
10139,Customer 139,East,2017-12-12
10140,Customer 140,North,2019-12-16
10141,Customer 141,West,2018-08-29
10142,Customer 142,North,2018-07-28
10143,Customer 143,West,2016-12-26
10144,Customer 144,West,2015-01-31
10145,Customer 145,West,2015-12-03
10146,Customer 146,East,2015-07-02
10147,Customer 147,East,2017-11-12
10148,Customer 148,East,2016-06-27
10149,Customer 149,North,2019-01-09
10150,Customer 150,West,2018-01-02
10151,Customer 151,East,2017-10-30
10152,Customer 152,East,2019-02-16
10153,Customer 153,North,2019-01-19
10154,Customer 154,East,2019-05-09
10155,Customer 155,North,2019-05-07
10156,Customer 156,South,2016-10-21
10157,Customer 157,East,2015-06-09
10158,Customer 158,South,2017-11-03
10159,Customer 159,North,2018-04-16
10160,Customer 160,West,2016-02-16
10161,Customer 161,East,2017-10-08
10162,Customer 162,North,2015-02-22
10163,Customer 163,West,2016-02-12
10164,Customer 164,West,2017-04-26
10165,Customer 165,South,2017-11-11
10166,Customer 166,North,2017-11-19
10167,Customer 167,West,2016-12-03
10168,Customer 168,East,2015-09-17
10169,Customer 169,East,2018-05-13
10170,Customer 170,South,2017-12-18
10171,Customer 171,West,2019-02-03
10172,Customer 172,North,2017-02-14
10173,Customer 173,East,2019-01-29
10174,Customer 174,West,2017-11-01
10175,Customer 175,West,2019-07-13
10176,Customer 176,South,2018-08-06
10177,Customer 177,East,2017-04-29
10178,Customer 178,East,2019-11-19
10179,Customer 179,North,2015-12-20
10180,Customer 180,East,2019-07-21
10181,Customer 181,North,2018-01-03
10182,Customer 182,East,2017-05-22
10183,Customer 183,South,2019-10-06
10184,Customer 184,East,2019-05-04
10185,Customer 185,North,2019-06-03
10186,Customer 186,North,2019-01-04
10187,Customer 187,South,2017-09-17
10188,Customer 188,East,2018-06-18
10189,Customer 189,East,2017-10-14
10190,Customer 190,South,2018-03-23
10191,Customer 191,East,2019-12-15
10192,Customer 192,East,2018-01-24
10193,Customer 193,North,2019-10-16
10194,Customer 194,East,2015-10-21
10195,Customer 195,East,2015-07-28
10196,Customer 196,South,2018-09-28
10197,Customer 197,South,2018-01-16
10198,Customer 198,West,2017-03-28
10199,Customer 199,North,2019-12-05
10200,Customer 200,East,2016-01-25
10201,Customer 201,East,2015-11-21
10202,Customer 202,West,2017-07-28
10203,Customer 203,East,2017-06-07
10204,Customer 204,North,2018-03-26
10205,Customer 205,West,2016-10-29
10206,Customer 206,North,2019-08-02
10207,Customer 207,West,2016-09-24
10208,Customer 208,West,2016-07-30
10209,Customer 209,South,2019-07-01
10210,Customer 210,North,2019-08-10
10211,Customer 211,East,2015-05-17
10212,Customer 212,East,2019-08-25
10213,Customer 213,North,2016-03-03
10214,Customer 214,East,2019-01-15
10215,Customer 215,East,2016-09-03
10216,Customer 216,North,2017-06-29
10217,Customer 217,West,2017-03-29
10218,Customer 218,North,2015-05-21
10219,Customer 219,West,2018-01-11
10220,Customer 220,East,2015-06-26
10221,Customer 221,East,2015-07-17
10222,Customer 222,East,2016-09-15
10223,Customer 223,South,2019-05-11
10224,Customer 224,West,2016-11-21
10225,Customer 225,South,2018-12-15
10226,Customer 226,South,2016-02-05
10227,Customer 227,North,2019-09-18
10228,Customer 228,South,2016-04-15
10229,Customer 229,North,2015-08-06
10230,Customer 230,North,2017-07-17
10231,Customer 231,South,2019-10-19
10232,Customer 232,West,2016-09-23
10233,Customer 233,West,2017-08-08
10234,Customer 234,West,2017-06-24
10235,Customer 235,West,2015-06-24
10236,Customer 236,West,2015-01-23
10237,Customer 237,South,2019-10-15
10238,Customer 238,South,2015-08-23
10239,Customer 239,East,2017-11-02
10240,Customer 240,West,2018-01-29
10241,Customer 241,South,2017-07-17
10242,Customer 242,East,2019-04-09
10243,Customer 243,West,2016-06-06
10244,Customer 244,North,2019-12-14
10245,Customer 245,East,2019-01-15
10246,Customer 246,South,2016-03-06
10247,Customer 247,North,2017-03-03
10248,Customer 248,North,2019-06-18
10249,Customer 249,North,2019-10-03
10250,Customer 250,East,2016-06-16
10251,Customer 251,South,2017-09-05
10252,Customer 252,North,2019-10-13
10253,Customer 253,West,2019-08-03
10254,Customer 254,North,2018-08-09
10255,Customer 255,North,2017-03-20
10256,Customer 256,East,2017-07-01
10257,Customer 257,East,2018-01-29
10258,Customer 258,South,2019-03-06
10259,Customer 259,West,2018-08-20
10260,Customer 260,East,2017-05-20
10261,Customer 261,North,2016-06-23
10262,Customer 262,South,2017-10-20
10263,Customer 263,North,2019-04-26
10264,Customer 264,North,2018-10-10
10265,Customer 265,East,2018-08-19
10266,Customer 266,South,2019-02-28
10267,Customer 267,West,2019-08-09
10268,Customer 268,West,2019-11-27
10269,Customer 269,East,2015-08-15
10270,Customer 270,East,2018-06-13
10271,Customer 271,South,2017-05-22
10272,Customer 272,West,2017-06-10
10273,Customer 273,West,2019-01-18
10274,Customer 274,West,2017-11-02
10275,Customer 275,North,2015-07-29
10276,Customer 276,West,2017-01-10
10277,Customer 277,North,2016-02-01
10278,Customer 278,South,2018-01-28
10279,Customer 279,North,2015-01-31
10280,Customer 280,South,2017-06-16
10281,Customer 281,West,2019-04-01
10282,Customer 282,West,2016-10-10
10283,Customer 283,South,2015-11-25
10284,Customer 284,East,2018-04-04
10285,Customer 285,South,2019-01-22
10286,Customer 286,East,2017-08-09
10287,Customer 287,North,2018-01-28
10288,Customer 288,North,2016-09-12
10289,Customer 289,North,2018-04-11
10290,Customer 290,West,2019-11-08
10291,Customer 291,North,2015-06-11
10292,Customer 292,East,2019-10-18
10293,Customer 293,North,2017-02-14
10294,Customer 294,South,2018-07-10
10295,Customer 295,South,2015-10-01
10296,Customer 296,West,2017-10-23
10297,Customer 297,South,2017-11-17
10298,Customer 298,East,2015-11-22
10299,Customer 299,North,2017-07-28
10300,Customer 300,West,2018-03-18
10301,Customer 301,North,2016-06-23
10302,Customer 302,North,2016-05-02
10303,Customer 303,East,2017-04-01
10304,Customer 304,South,2019-01-01
10305,Customer 305,South,2017-12-24
10306,Customer 306,North,2015-12-22
10307,Customer 307,West,2019-04-06
10308,Customer 308,South,2018-06-29
10309,Customer 309,West,2015-08-23
10310,Customer 310,South,2015-08-15
10311,Customer 311,West,2019-03-29
10312,Customer 312,East,2018-08-29
10313,Customer 313,West,2015-02-18
10314,Customer 314,East,2015-04-28
10315,Customer 315,East,2015-02-23
10316,Customer 316,West,2019-08-01
10317,Customer 317,East,2016-07-18
10318,Customer 318,North,2017-12-03
10319,Customer 319,East,2015-02-22
10320,Customer 320,South,2019-05-29
10321,Customer 321,West,2016-07-11
10322,Customer 322,North,2019-03-29
10323,Customer 323,West,2019-08-28
10324,Customer 324,South,2018-01-30
10325,Customer 325,South,2019-12-21
10326,Customer 326,South,2019-11-29
10327,Customer 327,East,2017-05-17
10328,Customer 328,East,2016-02-02
10329,Customer 329,West,2018-03-07
10330,Customer 330,West,2016-11-05
10331,Customer 331,North,2016-01-22
10332,Customer 332,North,2015-04-21
10333,Customer 333,West,2016-09-05
10334,Customer 334,East,2015-01-17
10335,Customer 335,South,2019-12-09
10336,Customer 336,West,2018-04-20
10337,Customer 337,North,2017-06-02
10338,Customer 338,East,2019-04-09
10339,Customer 339,West,2016-06-24
10340,Customer 340,West,2015-06-20
10341,Customer 341,East,2016-02-13
10342,Customer 342,West,2017-01-09
10343,Customer 343,East,2018-11-02
10344,Customer 344,South,2018-04-26
10345,Customer 345,East,2017-05-07
10346,Customer 346,East,2015-08-18
10347,Customer 347,East,2015-04-29
10348,Customer 348,West,2018-03-25
10349,Customer 349,West,2017-02-22
10350,Customer 350,East,2019-09-07
10351,Customer 351,West,2016-04-09
10352,Customer 352,North,2015-04-14
10353,Customer 353,North,2019-06-16
10354,Customer 354,West,2016-11-28
10355,Customer 355,West,2019-12-24
10356,Customer 356,East,2019-03-06
10357,Customer 357,South,2019-09-13
10358,Customer 358,West,2019-09-02
10359,Customer 359,North,2019-09-19
10360,Customer 360,East,2015-06-24
10361,Customer 361,West,2019-10-24
10362,Customer 362,North,2017-01-14
10363,Customer 363,North,2019-08-25
10364,Customer 364,South,2018-12-15
10365,Customer 365,East,2018-03-03
10366,Customer 366,East,2018-11-15
10367,Customer 367,South,2019-10-26
10368,Customer 368,South,2019-03-05
10369,Customer 369,East,2016-10-26
10370,Customer 370,East,2015-02-02
10371,Customer 371,West,2015-02-24
10372,Customer 372,West,2016-06-02
10373,Customer 373,South,2017-01-25
10374,Customer 374,West,2019-07-20
10375,Customer 375,North,2015-01-12
10376,Customer 376,West,2019-04-01
10377,Customer 377,West,2016-12-20
10378,Customer 378,North,2016-07-08
10379,Customer 379,South,2016-01-08
10380,Customer 380,North,2016-04-28
10381,Customer 381,West,2017-08-30
10382,Customer 382,South,2019-07-29
10383,Customer 383,West,2018-06-05
10384,Customer 384,North,2016-09-14
10385,Customer 385,North,2015-11-03
10386,Customer 386,West,2016-04-01
10387,Customer 387,East,2015-06-09
10388,Customer 388,East,2015-11-27
10389,Customer 389,North,2017-02-14
10390,Customer 390,North,2015-08-13
10391,Customer 391,East,2017-09-09
10392,Customer 392,East,2016-12-29
10393,Customer 393,West,2019-03-08
10394,Customer 394,West,2019-01-19
10395,Customer 395,East,2017-12-04
10396,Customer 396,West,2018-05-22
10397,Customer 397,West,2017-12-18
10398,Customer 398,South,2016-10-05
10399,Customer 399,West,2016-09-07
10400,Customer 400,North,2015-07-14
10401,Customer 401,West,2016-05-03
10402,Customer 402,West,2015-06-06
10403,Customer 403,East,2016-09-01
10404,Customer 404,North,2018-06-03
10405,Customer 405,West,2016-02-16
10406,Customer 406,West,2018-05-13
10407,Customer 407,South,2018-01-07
10408,Customer 408,West,2018-02-21
10409,Customer 409,West,2016-04-15
10410,Customer 410,South,2018-05-26
10411,Customer 411,East,2016-05-30
10412,Customer 412,West,2019-06-14
10413,Customer 413,South,2018-02-01
10414,Customer 414,North,2016-01-28
10415,Customer 415,East,2016-09-22
10416,Customer 416,North,2019-07-27
10417,Customer 417,North,2016-08-30
10418,Customer 418,South,2017-09-06
10419,Customer 419,West,2016-03-09
10420,Customer 420,South,2018-09-16
10421,Customer 421,South,2018-03-12
10422,Customer 422,South,2019-12-29
10423,Customer 423,South,2016-06-23
10424,Customer 424,East,2015-10-05
10425,Customer 425,West,2015-08-21
10426,Customer 426,North,2019-04-02
10427,Customer 427,North,2019-05-14
10428,Customer 428,West,2018-01-18
10429,Customer 429,North,2019-02-24
10430,Customer 430,West,2018-05-07
10431,Customer 431,North,2015-12-28
10432,Customer 432,South,2019-01-04
10433,Customer 433,North,2015-01-26
10434,Customer 434,West,2017-11-14
10435,Customer 435,West,2018-11-18
10436,Customer 436,West,2016-05-21
10437,Customer 437,West,2018-08-17
10438,Customer 438,West,2018-09-24
10439,Customer 439,East,2015-09-24
10440,Customer 440,East,2016-04-05
10441,Customer 441,North,2019-09-13
10442,Customer 442,West,2016-03-31
10443,Customer 443,North,2018-10-15
10444,Customer 444,West,2017-12-27
10445,Customer 445,West,2017-10-03
10446,Customer 446,East,2017-05-12
10447,Customer 447,East,2018-12-06
10448,Customer 448,South,2016-05-05
10449,Customer 449,East,2017-12-08
10450,Customer 450,South,2019-09-07
10451,Customer 451,South,2016-07-17
10452,Customer 452,South,2018-01-30
10453,Customer 453,South,2015-08-04
10454,Customer 454,South,2019-01-01
10455,Customer 455,North,2019-09-20
10456,Customer 456,East,2019-05-12
10457,Customer 457,South,2016-07-12
10458,Customer 458,West,2015-06-08
10459,Customer 459,East,2016-05-03
10460,Customer 460,East,2016-11-16
10461,Customer 461,South,2018-06-19
10462,Customer 462,North,2017-03-04
10463,Customer 463,South,2019-11-12
10464,Customer 464,North,2015-01-05
10465,Customer 465,West,2019-06-08
10466,Customer 466,East,2015-12-27
10467,Customer 467,West,2016-04-03
10468,Customer 468,North,2015-09-05
10469,Customer 469,North,2019-05-09
10470,Customer 470,West,2019-08-24
10471,Customer 471,North,2017-08-03
10472,Customer 472,West,2016-02-26
10473,Customer 473,East,2019-10-28
10474,Customer 474,West,2015-01-15
10475,Customer 475,East,2017-01-05
10476,Customer 476,West,2019-05-16
10477,Customer 477,North,2018-02-19
10478,Customer 478,West,2015-10-04
10479,Customer 479,North,2019-05-01
10480,Customer 480,West,2016-03-28
10481,Customer 481,West,2018-11-14
10482,Customer 482,South,2018-08-10
10483,Customer 483,North,2019-05-17
10484,Customer 484,South,2016-08-20
10485,Customer 485,North,2016-03-21
10486,Customer 486,South,2015-07-29
10487,Customer 487,East,2019-06-02
10488,Customer 488,West,2016-12-14
10489,Customer 489,North,2015-10-29
10490,Customer 490,North,2018-05-31
10491,Customer 491,West,2019-10-24
10492,Customer 492,North,2015-01-03
10493,Customer 493,North,2017-09-16
10494,Customer 494,South,2019-03-22
10495,Customer 495,North,2018-01-21
10496,Customer 496,East,2016-06-03
10497,Customer 497,East,2018-12-22
10498,Customer 498,West,2016-05-07
10499,Customer 499,North,2018-06-12
10500,Customer 500,West,2016-09-11
10501,Customer 501,East,2018-03-30
10502,Customer 502,North,2019-10-11
10503,Customer 503,North,2019-11-11
10504,Customer 504,West,2015-11-27
10505,Customer 505,East,2015-11-29
10506,Customer 506,North,2015-02-19
10507,Customer 507,West,2019-03-27
10508,Customer 508,East,2017-05-12
10509,Customer 509,West,2019-08-19
10510,Customer 510,South,2019-02-24
10511,Customer 511,North,2019-05-25
10512,Customer 512,South,2019-09-01
10513,Customer 513,East,2015-09-29
10514,Customer 514,South,2016-08-02
10515,Customer 515,South,2018-06-29
10516,Customer 516,East,2016-07-13
10517,Customer 517,West,2016-11-26
10518,Customer 518,South,2019-09-19
10519,Customer 519,West,2018-01-18
10520,Customer 520,South,2016-03-21
10521,Customer 521,West,2017-10-13
10522,Customer 522,East,2018-09-17
10523,Customer 523,South,2018-03-08
10524,Customer 524,East,2015-12-23
10525,Customer 525,South,2019-06-13
10526,Customer 526,East,2015-10-01
10527,Customer 527,East,2017-11-08
10528,Customer 528,South,2015-11-07
10529,Customer 529,South,2017-05-19
10530,Customer 530,South,2017-06-04
10531,Customer 531,North,2015-06-03
10532,Customer 532,West,2018-11-14
10533,Customer 533,North,2018-07-07
10534,Customer 534,North,2016-09-11
10535,Customer 535,East,2017-06-01
10536,Customer 536,South,2017-03-07
10537,Customer 537,West,2019-05-14
10538,Customer 538,East,2015-05-05
10539,Customer 539,North,2018-10-09
10540,Customer 540,South,2018-07-20
10541,Customer 541,East,2016-09-10
10542,Customer 542,South,2015-09-02
10543,Customer 543,East,2017-04-27
10544,Customer 544,South,2016-03-25
10545,Customer 545,North,2017-07-18
10546,Customer 546,West,2018-06-24
10547,Customer 547,North,2016-06-03
10548,Customer 548,West,2018-03-10
10549,Customer 549,South,2015-12-28
10550,Customer 550,East,2015-01-08
10551,Customer 551,North,2016-04-22
10552,Customer 552,West,2018-10-07
10553,Customer 553,North,2016-05-09
10554,Customer 554,West,2019-06-18
10555,Customer 555,North,2017-04-12
10556,Customer 556,West,2018-12-21
10557,Customer 557,West,2017-11-28
10558,Customer 558,South,2016-08-15
10559,Customer 559,West,2015-07-06
10560,Customer 560,South,2019-06-08
10561,Customer 561,West,2019-06-12
10562,Customer 562,East,2017-01-23
10563,Customer 563,East,2015-04-03
10564,Customer 564,East,2015-03-27
10565,Customer 565,West,2017-12-03
10566,Customer 566,South,2015-05-17
10567,Customer 567,South,2016-02-25
10568,Customer 568,West,2015-03-15
10569,Customer 569,East,2019-04-21
10570,Customer 570,East,2019-06-25
10571,Customer 571,South,2019-03-16
10572,Customer 572,East,2018-03-25
10573,Customer 573,North,2018-07-02
10574,Customer 574,South,2015-06-20
10575,Customer 575,East,2019-10-18
10576,Customer 576,South,2015-06-19
10577,Customer 577,North,2019-11-23
10578,Customer 578,South,2017-05-21
10579,Customer 579,South,2015-11-18
10580,Customer 580,South,2019-05-10
10581,Customer 581,South,2016-03-31
10582,Customer 582,North,2017-08-01
10583,Customer 583,West,2019-06-15
10584,Customer 584,South,2017-02-28
10585,Customer 585,South,2016-09-04
10586,Customer 586,East,2018-03-24
10587,Customer 587,South,2017-06-07
10588,Customer 588,East,2015-12-15
10589,Customer 589,West,2019-01-14
10590,Customer 590,North,2019-08-04
10591,Customer 591,North,2018-04-11
10592,Customer 592,West,2015-01-10
10593,Customer 593,North,2017-01-09
10594,Customer 594,West,2018-07-12
10595,Customer 595,West,2019-01-01
10596,Customer 596,West,2019-11-19
10597,Customer 597,North,2018-06-24
10598,Customer 598,East,2016-10-28
10599,Customer 599,West,2016-06-29
10600,Customer 600,South,2019-03-03
10601,Customer 601,North,2015-05-09
10602,Customer 602,West,2019-08-23
10603,Customer 603,West,2016-08-23
10604,Customer 604,South,2016-08-27
10605,Customer 605,East,2015-11-23
10606,Customer 606,East,2019-11-12
10607,Customer 607,East,2017-09-06
10608,Customer 608,West,2016-02-08
10609,Customer 609,West,2016-09-20
10610,Customer 610,West,2019-06-18
10611,Customer 611,North,2019-08-26
10612,Customer 612,South,2019-06-23
10613,Customer 613,West,2019-07-07
10614,Customer 614,South,2018-10-14
10615,Customer 615,South,2019-06-15
10616,Customer 616,East,2016-12-18
10617,Customer 617,North,2017-11-06
10618,Customer 618,West,2015-10-01
10619,Customer 619,East,2016-11-15
10620,Customer 620,East,2015-04-26
10621,Customer 621,West,2017-05-10
10622,Customer 622,South,2016-11-23
10623,Customer 623,East,2018-01-19
10624,Customer 624,South,2018-01-10
10625,Customer 625,North,2015-11-20
10626,Customer 626,South,2017-08-18
10627,Customer 627,North,2015-04-24
10628,Customer 628,South,2019-11-28
10629,Customer 629,East,2017-12-17
10630,Customer 630,East,2015-06-03
10631,Customer 631,North,2018-11-28
10632,Customer 632,West,2019-07-10
10633,Customer 633,North,2018-07-13
10634,Customer 634,North,2015-11-11
10635,Customer 635,South,2019-10-05
10636,Customer 636,South,2017-11-30
10637,Customer 637,North,2015-04-15
10638,Customer 638,East,2018-05-01
10639,Customer 639,South,2018-11-25
10640,Customer 640,West,2018-07-25
10641,Customer 641,South,2015-12-20
10642,Customer 642,South,2017-10-12
10643,Customer 643,West,2019-11-08
10644,Customer 644,North,2017-01-02
10645,Customer 645,West,2019-05-23
10646,Customer 646,North,2016-12-09
10647,Customer 647,North,2018-07-03
10648,Customer 648,North,2016-10-12
10649,Customer 649,West,2017-04-03
10650,Customer 650,North,2017-08-04
10651,Customer 651,East,2016-10-22
10652,Customer 652,West,2015-04-09
10653,Customer 653,East,2016-08-10
10654,Customer 654,North,2015-10-09
10655,Customer 655,South,2016-02-07
10656,Customer 656,North,2018-02-06
10657,Customer 657,East,2016-11-30
10658,Customer 658,East,2015-07-18
10659,Customer 659,West,2018-08-19
10660,Customer 660,South,2015-11-23
10661,Customer 661,West,2015-06-03
10662,Customer 662,East,2016-07-05
10663,Customer 663,North,2019-07-27
10664,Customer 664,South,2016-02-09
10665,Customer 665,North,2016-04-06
10666,Customer 666,North,2015-05-12
10667,Customer 667,South,2017-03-01
10668,Customer 668,West,2017-05-23
10669,Customer 669,North,2015-03-25
10670,Customer 670,East,2018-11-23
10671,Customer 671,North,2017-01-23
10672,Customer 672,South,2016-09-19
10673,Customer 673,South,2018-02-06
10674,Customer 674,South,2015-08-09
10675,Customer 675,West,2016-07-06
10676,Customer 676,North,2018-10-23
10677,Customer 677,West,2018-03-16
10678,Customer 678,West,2015-04-22
10679,Customer 679,South,2016-09-06
10680,Customer 680,South,2019-05-01
10681,Customer 681,West,2017-07-12
10682,Customer 682,North,2019-02-26
10683,Customer 683,East,2019-03-09
10684,Customer 684,West,2016-04-19
10685,Customer 685,North,2017-04-15
10686,Customer 686,South,2015-09-28
10687,Customer 687,South,2016-02-25
10688,Customer 688,North,2016-12-07
10689,Customer 689,East,2018-10-22
10690,Customer 690,South,2018-07-27
10691,Customer 691,South,2018-07-30
10692,Customer 692,South,2015-02-09
10693,Customer 693,North,2015-07-08
10694,Customer 694,West,2018-04-02
10695,Customer 695,South,2017-09-20
10696,Customer 696,West,2019-04-09
10697,Customer 697,East,2016-06-19
10698,Customer 698,South,2017-10-24
10699,Customer 699,South,2015-10-17
10700,Customer 700,East,2016-03-08
10701,Customer 701,South,2016-04-15
10702,Customer 702,West,2018-04-19
10703,Customer 703,North,2018-06-25
10704,Customer 704,West,2016-09-19
10705,Customer 705,North,2015-10-06
10706,Customer 706,North,2017-05-26
10707,Customer 707,West,2016-08-03
10708,Customer 708,West,2017-05-12
10709,Customer 709,West,2015-09-11
10710,Customer 710,West,2015-06-30
10711,Customer 711,East,2016-11-11
10712,Customer 712,South,2017-04-04
10713,Customer 713,North,2019-03-13
10714,Customer 714,West,2019-11-20
10715,Customer 715,West,2016-11-30
10716,Customer 716,West,2016-07-19
10717,Customer 717,East,2018-09-11
10718,Customer 718,West,2018-10-12
10719,Customer 719,West,2019-08-01
10720,Customer 720,West,2016-11-10
10721,Customer 721,South,2016-01-26
10722,Customer 722,East,2019-06-27
10723,Customer 723,West,2018-01-13
10724,Customer 724,North,2018-09-02
10725,Customer 725,North,2015-07-31
10726,Customer 726,North,2019-03-19
10727,Customer 727,East,2016-01-19
10728,Customer 728,East,2019-09-11
10729,Customer 729,North,2015-12-08
10730,Customer 730,West,2017-04-23
10731,Customer 731,East,2017-11-27
10732,Customer 732,North,2019-03-15
10733,Customer 733,North,2016-02-24
10734,Customer 734,West,2017-01-20
10735,Customer 735,South,2018-04-07
10736,Customer 736,East,2018-09-28
10737,Customer 737,West,2015-11-02
10738,Customer 738,North,2019-04-15
10739,Customer 739,North,2016-12-02
10740,Customer 740,West,2017-05-18
10741,Customer 741,East,2016-06-20
10742,Customer 742,South,2018-02-09
10743,Customer 743,South,2018-12-05
10744,Customer 744,North,2015-07-25
10745,Customer 745,East,2018-04-23
10746,Customer 746,South,2018-11-06
10747,Customer 747,East,2016-05-10
10748,Customer 748,East,2018-11-03
10749,Customer 749,North,2017-12-06
10750,Customer 750,South,2019-10-30
10751,Customer 751,West,2019-04-24
10752,Customer 752,North,2019-04-01
10753,Customer 753,South,2016-05-18
10754,Customer 754,South,2017-11-11
10755,Customer 755,South,2015-08-01
10756,Customer 756,South,2015-11-06
10757,Customer 757,South,2016-10-22
10758,Customer 758,East,2017-01-22
10759,Customer 759,North,2015-09-29
10760,Customer 760,East,2019-05-14
10761,Customer 761,West,2019-12-28
10762,Customer 762,South,2017-07-26
10763,Customer 763,North,2018-05-10
10764,Customer 764,South,2015-02-01
10765,Customer 765,North,2016-03-18
10766,Customer 766,East,2015-06-11
10767,Customer 767,North,2017-02-05
10768,Customer 768,West,2015-09-11
10769,Customer 769,West,2016-06-04
10770,Customer 770,North,2017-09-03
10771,Customer 771,North,2019-08-02
10772,Customer 772,North,2019-02-12
10773,Customer 773,North,2015-01-10
10774,Customer 774,West,2016-12-26
10775,Customer 775,South,2016-05-19
